ID,architecture,seed,control,fold,parameters,TierA,TierB,BioMask_provenance,gate,rank_or_bottleneck,ROI_precision,ROI_recall,ROI_f1,pooled_precision,pooled_recall,pooled_f1,Accuracy,BalancedAccuracy,semantic_precision,semantic_recall,semantic_f1,NLL,ECE15,train_f1,gap,tail_f1,zero_recall_classes,runtime_seconds,decision
B3_shuffle_17,B3,17,shuffle,combined_OOF,15570,False,True,upstream-contaminated row-wise OOF,none,0,0.07529550827423168,0.08333333333333331,0.07735224586288417,0.40597922885258997,0.3957120289303388,0.3933615975849728,0.43333333333333335,0.3967120289303388,0.40597922885258997,0.3967120289303388,0.39413082835420366,1.7150464057922363,0.10979082599282265,0.9035857167473432,0.536072755203847,0.37369977478685457,,0.9518573000095785,ineligible contamination
B3_shuffle_29,B3,29,shuffle,combined_OOF,15570,False,True,upstream-contaminated row-wise OOF,none,0,0.07216312056737588,0.07943262411347518,0.07397163120567377,0.40098373486172234,0.4054998096688237,0.3985523110138759,0.41,0.4064998096688237,0.40098373486172234,0.4064998096688237,0.39908422590749293,1.7503409385681152,0.11992720762888591,0.8886024841487711,0.5037184443266507,0.38286816848812444,,0.9453044999681879,ineligible contamination
B3_shuffle_43,B3,43,shuffle,combined_OOF,15570,False,True,upstream-contaminated row-wise OOF,none,0,0.0736997635933806,0.08108747044917258,0.07513002364066194,0.3934948703914221,0.4051079177769319,0.39775151324296976,0.41333333333333333,0.40627458444359854,0.3934948703914221,0.40627458444359854,0.3982406816566665,1.742479681968689,0.09531415497263274,0.8932737586453818,0.5035607311376215,0.406544252393309,,0.9475634000264108,ineligible contamination
B4_placebo_17,B4,17,placebo,combined_OOF,15730,True,False,none; appearance-derived capacity control,none,0,0.074822695035461,0.08297872340425531,0.07676122931442082,0.40387914557250937,0.3996008755234107,0.3960666708032979,0.43333333333333335,0.4009342088567441,0.40387914557250937,0.4009342088567441,0.39687475161137864,1.6478970050811768,0.09362738658984505,0.9091632229240335,0.5301630187682072,0.3914530656942232,,1.0399417999724392,ineligible contamination
B4_placebo_29,B4,29,placebo,combined_OOF,15730,True,False,none; appearance-derived capacity control,none,0,0.07535460992907801,0.08108747044917258,0.07638297872340427,0.4121059891380539,0.4083753965232838,0.40508624090048234,0.42333333333333334,0.4093753965232839,0.4121059891380539,0.4093753965232839,0.4056181557940993,1.6779651641845703,0.11236835772792497,0.8995566962232738,0.5082363891157237,0.4037532456345446,,0.9702957999834325,ineligible contamination
B4_placebo_43,B4,43,placebo,combined_OOF,15730,True,False,none; appearance-derived capacity control,none,0,0.07907801418439717,0.08628841607565012,0.08044917257683216,0.42351802661751314,0.42848045933257206,0.42422963542222875,0.44333333333333336,0.4298137926659053,0.42351802661751314,0.4298137926659053,0.42476835596094925,1.682264804840088,0.08592654173572857,0.9018260334913473,0.480131125535778,0.42980189491817394,,1.0283096999919508,ineligible contamination
B4_real_17,B4,17,real,combined_OOF,15730,True,True,upstream-contaminated row-wise OOF,none,0,0.07907801418439717,0.08723404255319148,0.08101654846335697,0.426311421863988,0.4203756502981856,0.4184900451329495,0.4533333333333333,0.4215423169648522,0.4263114218639881,0.4215423169648522,0.41926523893139916,1.5748097896575928,0.08672006458044051,0.925647902555145,0.5233762800266238,0.41003445305770886,,0.9581272000214085,ineligible contamination
B4_real_29,B4,29,real,combined_OOF,15730,True,True,upstream-contaminated row-wise OOF,none,0,0.07872340425531914,0.08640661938534279,0.08044917257683215,0.4345144122164995,0.43185896459840123,0.42745027934230234,0.44666666666666666,0.433025631265068,0.4345144122164995,0.433025631265068,0.4281266078447178,1.5908455848693848,0.092599778175354,0.9160079339140642,0.49902773225333136,0.4117075534375359,,0.9677933999919333,ineligible contamination
B4_real_43,B4,43,real,combined_OOF,15730,True,True,upstream-contaminated row-wise OOF,none,0,0.08309692671394799,0.08983451536643026,0.08434988179669031,0.4361599358903005,0.4421636848115722,0.4372979078172414,0.46,0.4434970181449055,0.4361599358903005,0.4434970181449055,0.43781738833672196,1.601263165473938,0.09125702942411106,0.9195965198749719,0.4856233930524327,0.42787878787878786,,0.9603570000035688,ineligible contamination
B4_shuffle_17,B4,17,shuffle,combined_OOF,15730,True,True,upstream-contaminated row-wise OOF,none,0,0.0760047281323877,0.08439716312056737,0.0780614657210402,0.41475577654551615,0.4068035782261134,0.40413233440200924,0.44,0.4078035782261134,0.41475577654551615,0.4078035782261134,0.40490156517124004,1.6517906188964844,0.11282772451639177,0.9112584467581634,0.5294547006612195,0.38692664749072464,,0.9512347999843769,ineligible contamination
B4_shuffle_29,B4,29,shuffle,combined_OOF,15730,True,True,upstream-contaminated row-wise OOF,none,0,0.07429078014184397,0.08120567375886525,0.07586288416075651,0.41230238774471273,0.4069669458190585,0.4036766984160042,0.42,0.4079669458190585,0.41230238774471273,0.4079669458190585,0.4042317400441263,1.6783287525177002,0.10202824875712396,0.9098399761118324,0.5223652632578722,0.39466469148459765,,0.9548917000065558,ineligible contamination
B4_shuffle_43,B4,43,shuffle,combined_OOF,15730,True,True,upstream-contaminated row-wise OOF,none,0,0.07724586288416076,0.08463356973995272,0.07867612293144209,0.4075265475265475,0.4163693059256439,0.4106215597769912,0.43,0.417369305925644,0.4075265475265475,0.417369305925644,0.41107404846477413,1.680029034614563,0.08405268291632335,0.9112450727287675,0.5043859307817377,0.41937153043035397,,0.9456886999832932,ineligible contamination
