architecture,control,seed,class,support,positive_ROIs,semantic_P,semantic_R,semantic_F1,one_vs_rest_accuracy,global_conditional_accuracy,dominant_FN,dominant_FP,TP,FP,FN,pooled_P,pooled_R,pooled_F1,ROI_P,ROI_R,ROI_F1,recall_delta_vs_A1,F1_delta_vs_A1
A3,real,43,plasma_cell,24,22,0.35,0.2916666666666667,0.3181818181818182,0.9,0.43333333333333335,tumor,tumor,7,13,17,0.35,0.2916666666666667,0.31818181818181823,0.026004728132387706,0.03546099290780142,0.02931442080378251,0.0,-0.007399577167019056
A3,real,43,histiocyte,24,23,0.21052631578947367,0.16666666666666666,0.18604651162790697,0.8833333333333333,0.43333333333333335,lymphocyte,lymphocyte,4,15,20,0.21052631578947367,0.16666666666666666,0.186046511627907,0.028368794326241134,0.028368794326241134,0.028368794326241134,0.0,0.004228329809725151
A3,real,43,melanophage,24,24,0.6296296296296297,0.7083333333333334,0.6666666666666666,0.9433333333333334,0.43333333333333335,tumor,tumor,17,10,7,0.6296296296296297,0.7083333333333334,0.6666666666666667,0.1099290780141844,0.12056737588652482,0.11347517730496454,0.0,0.0
A3,real,43,neutrophil,24,24,0.6,0.625,0.6122448979591837,0.9366666666666666,0.43333333333333335,apoptosis,apoptosis,15,10,9,0.6,0.625,0.6122448979591836,0.09397163120567376,0.10638297872340426,0.09739952718676122,-0.04166666666666663,-0.05442176870748294
A3,real,43,stroma,24,24,0.2692307692307692,0.2916666666666667,0.28,0.88,0.43333333333333335,endothelium,endothelium,7,19,17,0.2692307692307692,0.2916666666666667,0.27999999999999997,0.04609929078014184,0.04964539007092199,0.04728132387706856,0.0,0.0
A3,real,43,epithelium,24,24,0.52,0.5416666666666666,0.5306122448979592,0.9233333333333333,0.43333333333333335,tumor,tumor,13,12,11,0.52,0.5416666666666666,0.5306122448979592,0.08156028368794327,0.09219858156028368,0.0851063829787234,0.0,0.0
A3,real,43,endothelium,24,24,0.2692307692307692,0.2916666666666667,0.28,0.88,0.43333333333333335,stroma,stroma,7,19,17,0.2692307692307692,0.2916666666666667,0.27999999999999997,0.037825059101654845,0.04964539007092199,0.04137115839243499,0.0,-0.005714285714285672
A3,real,43,apoptosis,24,23,0.26666666666666666,0.3333333333333333,0.2962962962962963,0.8733333333333333,0.43333333333333335,tumor,tumor,8,22,17,0.26666666666666666,0.32,0.2909090909090909,0.05200945626477541,0.05319148936170213,0.050827423167848704,0.0,0.0
A3,shuffle,17,tumor,71,57,0.581081081081081,0.6056338028169014,0.593103448275862,0.8033333333333333,0.4266666666666667,melanophage,plasma_cell,43,31,28,0.581081081081081,0.6056338028169014,0.593103448275862,0.24349881796690304,0.25177304964539005,0.239952718676123,0.014084507042253502,0.013793103448275779
A3,shuffle,17,lymphocyte,37,32,0.40476190476190477,0.4594594594594595,0.43037974683544306,0.85,0.4266666666666667,histiocyte,histiocyte,17,25,20,0.40476190476190477,0.4594594594594595,0.430379746835443,0.0839243498817967,0.09929078014184398,0.08936170212765958,-0.054054054054054,-0.06962025316455694
A3,shuffle,17,plasma_cell,24,22,0.3125,0.20833333333333334,0.25,0.9,0.4266666666666667,tumor,apoptosis,5,11,19,0.3125,0.20833333333333334,0.25,0.018912529550827423,0.02127659574468085,0.019858156028368792,0.0,0.0
A3,shuffle,17,histiocyte,24,23,0.09090909090909091,0.08333333333333333,0.08695652173913043,0.86,0.4266666666666667,lymphocyte,lymphocyte,2,20,22,0.09090909090909091,0.08333333333333333,0.08695652173913043,0.014184397163120567,0.014184397163120567,0.014184397163120567,-0.16666666666666669,-0.15304347826086956
A3,shuffle,17,melanophage,24,24,0.5483870967741935,0.7083333333333334,0.6181818181818182,0.93,0.4266666666666667,tumor,tumor,17,14,7,0.5483870967741935,0.7083333333333334,0.6181818181818182,0.10638297872340426,0.12056737588652482,0.1111111111111111,0.0,0.02169059011164276
A3,shuffle,17,neutrophil,24,24,0.6190476190476191,0.5416666666666666,0.5777777777777777,0.9366666666666666,0.4266666666666667,endothelium,apoptosis,13,8,11,0.6190476190476191,0.5416666666666666,0.5777777777777778,0.08037825059101655,0.09219858156028368,0.08392434988179669,0.04166666666666663,-0.007588075880758827
A3,shuffle,17,stroma,24,24,0.23076923076923078,0.125,0.16216216216216217,0.8966666666666666,0.4266666666666667,endothelium,endothelium,3,10,21,0.23076923076923078,0.125,0.16216216216216217,0.01773049645390071,0.02127659574468085,0.018912529550827423,-0.04166666666666666,-0.04296604296604295
A3,shuffle,17,epithelium,24,24,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.9333333333333333,0.4266666666666667,tumor,tumor,14,10,10,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.09219858156028368,0.09929078014184398,0.09456264775413711,0.0,0.0
A3,shuffle,17,endothelium,24,24,0.1794871794871795,0.2916666666666667,0.2222222222222222,0.8366666666666667,0.4266666666666667,lymphocyte,stroma,7,32,17,0.1794871794871795,0.2916666666666667,0.22222222222222224,0.034278959810874705,0.04964539007092199,0.03900709219858156,0.0,-0.0072859744990892705
A3,shuffle,17,apoptosis,24,23,0.3888888888888889,0.2916666666666667,0.3333333333333333,0.9066666666666666,0.4266666666666667,tumor,tumor,7,11,18,0.3888888888888889,0.28,0.32558139534883723,0.04609929078014184,0.04609929078014184,0.044917257683215125,0.0,0.007751937984496082
A3,shuffle,29,tumor,71,57,0.5614035087719298,0.4507042253521127,0.5,0.7866666666666666,0.41,melanophage,epithelium,32,25,39,0.5614035087719298,0.4507042253521127,0.5,0.19858156028368795,0.18439716312056736,0.18912529550827425,-0.028169014084507005,-0.023076923076923106
A3,shuffle,29,lymphocyte,37,32,0.325,0.35135135135135137,0.33766233766233766,0.83,0.41,histiocyte,histiocyte,13,27,24,0.325,0.35135135135135137,0.33766233766233766,0.054373522458628844,0.07092198581560284,0.05981087470449173,-0.02702702702702703,-0.030758714969241263
A3,shuffle,29,plasma_cell,24,22,0.25806451612903225,0.3333333333333333,0.2909090909090909,0.87,0.41,tumor,tumor,8,23,16,0.25806451612903225,0.3333333333333333,0.29090909090909095,0.031914893617021274,0.0425531914893617,0.03522458628841608,-0.041666666666666685,-0.04242424242424242
A3,shuffle,29,histiocyte,24,23,0.21875,0.2916666666666667,0.25,0.86,0.41,lymphocyte,lymphocyte,7,25,17,0.21875,0.2916666666666667,0.25,0.040780141843971635,0.04964539007092199,0.04302600472813239,0.0,0.004385964912280715
A3,shuffle,29,melanophage,24,24,0.5142857142857142,0.75,0.6101694915254238,0.9233333333333333,0.41,histiocyte,tumor,18,17,6,0.5142857142857142,0.75,0.6101694915254237,0.10874704491725767,0.1276595744680851,0.11465721040189124,0.0,0.0
A3,shuffle,29,neutrophil,24,24,0.6,0.5,0.5454545454545454,0.9333333333333333,0.41,tumor,apoptosis,12,8,12,0.6,0.5,0.5454545454545454,0.07446808510638298,0.0851063829787234,0.07801418439716311,0.0,-0.025974025974025983
A3,shuffle,29,stroma,24,24,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.8866666666666667,0.41,histiocyte,endothelium,7,17,17,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.04964539007092199,0.04964539007092199,0.04964539007092199,0.0,0.017156862745098034
A3,shuffle,29,epithelium,24,24,0.6086956521739131,0.5833333333333334,0.5957446808510638,0.9366666666666666,0.41,tumor,tumor,14,9,10,0.6086956521739131,0.5833333333333334,0.5957446808510638,0.09574468085106383,0.09929078014184398,0.09692671394799056,0.0,0.012411347517730431
A3,shuffle,29,endothelium,24,24,0.35294117647058826,0.25,0.2926829268292683,0.9033333333333333,0.41,stroma,histiocyte,6,11,18,0.35294117647058826,0.25,0.2926829268292683,0.03546099290780142,0.0425531914893617,0.037825059101654845,0.04166666666666666,0.03627267041901189
A3,shuffle,29,apoptosis,24,23,0.2857142857142857,0.25,0.26666666666666666,0.89,0.41,tumor,tumor,6,15,19,0.2857142857142857,0.24,0.2608695652173913,0.03900709219858156,0.03900709219858156,0.037825059101654845,0.0,-0.006060606060606044
A3,shuffle,43,tumor,71,57,0.5333333333333333,0.4507042253521127,0.48854961832061067,0.7766666666666666,0.4166666666666667,apoptosis,epithelium,32,28,39,0.5333333333333333,0.4507042253521127,0.4885496183206107,0.20567375886524822,0.19858156028368795,0.19621749408983455,-0.028169014084507005,-0.015154085383092986
A3,shuffle,43,lymphocyte,37,32,0.4473684210526316,0.4594594594594595,0.4533333333333333,0.8633333333333333,0.4166666666666667,histiocyte,histiocyte,17,21,20,0.4473684210526316,0.4594594594594595,0.45333333333333337,0.08156028368794327,0.09929078014184398,0.08794326241134752,-0.02702702702702703,-0.014199134199134211
A3,shuffle,43,plasma_cell,24,22,0.3684210526315789,0.2916666666666667,0.32558139534883723,0.9033333333333333,0.4166666666666667,tumor,tumor,7,12,17,0.3684210526315789,0.2916666666666667,0.32558139534883723,0.026004728132387706,0.03546099290780142,0.02931442080378251,0.0,0.0
A3,shuffle,43,histiocyte,24,23,0.18181818181818182,0.16666666666666666,0.17391304347826086,0.8733333333333333,0.4166666666666667,lymphocyte,lymphocyte,4,18,20,0.18181818181818182,0.16666666666666666,0.17391304347826086,0.028368794326241134,0.028368794326241134,0.028368794326241134,0.0,-0.007905138339920958
A3,shuffle,43,melanophage,24,24,0.6428571428571429,0.75,0.6923076923076923,0.9466666666666667,0.4166666666666667,lymphocyte,tumor,18,10,6,0.6428571428571429,0.75,0.6923076923076924,0.11702127659574468,0.1276595744680851,0.12056737588652482,0.04166666666666663,0.02564102564102566
A3,shuffle,43,neutrophil,24,24,0.56,0.5833333333333334,0.5714285714285714,0.93,0.4166666666666667,apoptosis,apoptosis,14,11,10,0.56,0.5833333333333334,0.5714285714285714,0.08687943262411348,0.09929078014184398,0.09030732860520094,-0.08333333333333326,-0.09523809523809523
A3,shuffle,43,stroma,24,24,0.24,0.25,0.24489795918367346,0.8766666666666667,0.4166666666666667,endothelium,endothelium,6,19,18,0.24,0.25,0.24489795918367346,0.03900709219858156,0.0425531914893617,0.04018912529550827,-0.041666666666666685,-0.03510204081632656
A3,shuffle,43,epithelium,24,24,0.52,0.5416666666666666,0.5306122448979592,0.9233333333333333,0.4166666666666667,tumor,tumor,13,12,11,0.52,0.5416666666666666,0.5306122448979592,0.08156028368794327,0.09219858156028368,0.0851063829787234,0.0,0.0
A3,shuffle,43,endothelium,24,24,0.2692307692307692,0.2916666666666667,0.28,0.88,0.4166666666666667,stroma,stroma,7,19,17,0.2692307692307692,0.2916666666666667,0.27999999999999997,0.037825059101654845,0.04964539007092199,0.04137115839243499,0.0,-0.005714285714285672
A3,shuffle,43,apoptosis,24,23,0.21875,0.2916666666666667,0.25,0.86,0.4166666666666667,tumor,tumor,7,25,18,0.21875,0.28,0.2456140350877193,0.044917257683215125,0.04609929078014184,0.04373522458628842,-0.04166666666666663,-0.04629629629629628
A4,placebo,17,tumor,71,57,0.5833333333333334,0.5915492957746479,0.5874125874125874,0.8033333333333333,0.43,melanophage,plasma_cell,42,30,29,0.5833333333333334,0.5915492957746479,0.5874125874125875,0.23640661938534274,0.24468085106382978,0.2328605200945627,0.0,0.00810224258500114
A4,placebo,17,lymphocyte,37,32,0.4186046511627907,0.4864864864864865,0.45,0.8533333333333334,0.43,histiocyte,histiocyte,18,25,19,0.4186046511627907,0.4864864864864865,0.45,0.09101654846335698,0.10638297872340426,0.09645390070921986,-0.027027027027026973,-0.04999999999999999
A4,placebo,17,plasma_cell,24,22,0.3125,0.20833333333333334,0.25,0.9,0.43,tumor,apoptosis,5,11,19,0.3125,0.20833333333333334,0.25,0.018912529550827423,0.02127659574468085,0.019858156028368792,0.0,0.0
A4,placebo,17,histiocyte,24,23,0.09090909090909091,0.08333333333333333,0.08695652173913043,0.86,0.43,lymphocyte,lymphocyte,2,20,22,0.09090909090909091,0.08333333333333333,0.08695652173913043,0.014184397163120567,0.014184397163120567,0.014184397163120567,-0.16666666666666669,-0.15304347826086956
A4,placebo,17,melanophage,24,24,0.53125,0.7083333333333334,0.6071428571428571,0.9266666666666666,0.43,tumor,tumor,17,15,7,0.53125,0.7083333333333334,0.6071428571428571,0.10283687943262411,0.12056737588652482,0.10874704491725769,0.0,0.01065162907268169
A4,placebo,17,neutrophil,24,24,0.65,0.5416666666666666,0.5909090909090909,0.94,0.43,endothelium,apoptosis,13,7,11,0.65,0.5416666666666666,0.5909090909090908,0.08037825059101655,0.09219858156028368,0.08392434988179669,0.04166666666666663,0.005543237250554389
A4,placebo,17,stroma,24,24,0.23076923076923078,0.125,0.16216216216216217,0.8966666666666666,0.43,endothelium,endothelium,3,10,21,0.23076923076923078,0.125,0.16216216216216217,0.01773049645390071,0.02127659574468085,0.018912529550827423,-0.04166666666666666,-0.04296604296604295
A4,placebo,17,epithelium,24,24,0.5769230769230769,0.625,0.6,0.9333333333333333,0.43,tumor,tumor,15,11,9,0.5769230769230769,0.625,0.6,0.09929078014184398,0.10638297872340426,0.10165484633569741,0.04166666666666663,0.016666666666666607
A4,placebo,17,endothelium,24,24,0.1794871794871795,0.2916666666666667,0.2222222222222222,0.8366666666666667,0.43,lymphocyte,stroma,7,32,17,0.1794871794871795,0.2916666666666667,0.22222222222222224,0.034278959810874705,0.04964539007092199,0.03900709219858156,0.0,-0.0072859744990892705
A4,placebo,17,apoptosis,24,23,0.4117647058823529,0.2916666666666667,0.34146341463414637,0.91,0.43,tumor,tumor,7,10,18,0.4117647058823529,0.28,0.3333333333333333,0.04609929078014184,0.04964539007092199,0.04728132387706856,0.0,0.015882019285309135
A4,placebo,29,tumor,71,57,0.5862068965517241,0.4788732394366197,0.5271317829457365,0.7966666666666666,0.41333333333333333,melanophage,epithelium,34,24,37,0.5862068965517241,0.4788732394366197,0.5271317829457364,0.2127659574468085,0.19858156028368795,0.20330969267139484,0.0,0.004054859868813376
A4,placebo,29,lymphocyte,37,32,0.3333333333333333,0.35135135135135137,0.34210526315789475,0.8333333333333334,0.41333333333333333,histiocyte,histiocyte,13,26,24,0.3333333333333333,0.35135135135135137,0.34210526315789475,0.054373522458628844,0.07092198581560284,0.05981087470449173,-0.02702702702702703,-0.02631578947368418
A4,placebo,29,plasma_cell,24,22,0.26666666666666666,0.3333333333333333,0.2962962962962963,0.8733333333333333,0.41333333333333333,tumor,tumor,8,22,16,0.26666666666666666,0.3333333333333333,0.2962962962962963,0.031914893617021274,0.0425531914893617,0.03522458628841608,-0.041666666666666685,-0.037037037037037035
A4,placebo,29,histiocyte,24,23,0.21212121212121213,0.2916666666666667,0.24561403508771928,0.8566666666666667,0.41333333333333333,lymphocyte,lymphocyte,7,26,17,0.21212121212121213,0.2916666666666667,0.2456140350877193,0.040780141843971635,0.04964539007092199,0.04302600472813239,0.0,0.0
A4,placebo,29,melanophage,24,24,0.5294117647058824,0.75,0.6206896551724138,0.9266666666666666,0.41333333333333333,histiocyte,tumor,18,16,6,0.5294117647058824,0.75,0.6206896551724139,0.10874704491725767,0.1276595744680851,0.11465721040189124,0.0,0.010520163646990044
A4,placebo,29,neutrophil,24,24,0.6,0.5,0.5454545454545454,0.9333333333333333,0.41333333333333333,tumor,apoptosis,12,8,12,0.6,0.5,0.5454545454545454,0.07446808510638298,0.0851063829787234,0.07801418439716311,0.0,-0.025974025974025983
A4,placebo,29,stroma,24,24,0.25,0.25,0.25,0.88,0.41333333333333333,histiocyte,tumor,6,18,18,0.25,0.25,0.25,0.0425531914893617,0.0425531914893617,0.0425531914893617,-0.041666666666666685,-0.02450980392156865
A4,placebo,29,epithelium,24,24,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.9333333333333333,0.41333333333333333,tumor,tumor,14,10,10,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.09574468085106383,0.09929078014184398,0.09692671394799056,0.0,0.0
A4,placebo,29,endothelium,24,24,0.35294117647058826,0.25,0.2926829268292683,0.9033333333333333,0.41333333333333333,stroma,histiocyte,6,11,18,0.35294117647058826,0.25,0.2926829268292683,0.03546099290780142,0.0425531914893617,0.037825059101654845,0.04166666666666666,0.03627267041901189
A4,placebo,29,apoptosis,24,23,0.2857142857142857,0.25,0.26666666666666666,0.89,0.41333333333333333,tumor,tumor,6,15,19,0.2857142857142857,0.24,0.2608695652173913,0.03900709219858156,0.03900709219858156,0.037825059101654845,0.0,-0.006060606060606044
A4,placebo,43,tumor,71,57,0.5333333333333333,0.4507042253521127,0.48854961832061067,0.7766666666666666,0.4166666666666667,apoptosis,epithelium,32,28,39,0.5333333333333333,0.4507042253521127,0.4885496183206107,0.20567375886524822,0.19858156028368795,0.19621749408983455,-0.028169014084507005,-0.015154085383092986
A4,placebo,43,lymphocyte,37,32,0.4473684210526316,0.4594594594594595,0.4533333333333333,0.8633333333333333,0.4166666666666667,histiocyte,histiocyte,17,21,20,0.4473684210526316,0.4594594594594595,0.45333333333333337,0.08156028368794327,0.09929078014184398,0.08794326241134752,-0.02702702702702703,-0.014199134199134211
A4,placebo,43,plasma_cell,24,22,0.3333333333333333,0.2916666666666667,0.3111111111111111,0.8966666666666666,0.4166666666666667,tumor,tumor,7,14,17,0.3333333333333333,0.2916666666666667,0.3111111111111111,0.026004728132387706,0.03546099290780142,0.02931442080378251,0.0,-0.014470284237726116
A4,placebo,43,histiocyte,24,23,0.18181818181818182,0.16666666666666666,0.17391304347826086,0.8733333333333333,0.4166666666666667,lymphocyte,lymphocyte,4,18,20,0.18181818181818182,0.16666666666666666,0.17391304347826086,0.028368794326241134,0.028368794326241134,0.028368794326241134,0.0,-0.007905138339920958
A4,placebo,43,melanophage,24,24,0.6206896551724138,0.75,0.6792452830188679,0.9433333333333334,0.4166666666666667,lymphocyte,tumor,18,11,6,0.6206896551724138,0.75,0.679245283018868,0.11702127659574468,0.1276595744680851,0.12056737588652482,0.04166666666666663,0.012578616352201255
A4,placebo,43,neutrophil,24,24,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.9333333333333333,0.4166666666666667,apoptosis,apoptosis,14,10,10,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.08687943262411348,0.09929078014184398,0.09030732860520094,-0.08333333333333326,-0.08333333333333326
A4,placebo,43,stroma,24,24,0.25,0.25,0.25,0.88,0.4166666666666667,endothelium,endothelium,6,18,18,0.25,0.25,0.25,0.03900709219858156,0.0425531914893617,0.04018912529550827,-0.041666666666666685,-0.030000000000000027
A4,placebo,43,epithelium,24,24,0.52,0.5416666666666666,0.5306122448979592,0.9233333333333333,0.4166666666666667,tumor,tumor,13,12,11,0.52,0.5416666666666666,0.5306122448979592,0.08156028368794327,0.09219858156028368,0.0851063829787234,0.0,0.0
A4,placebo,43,endothelium,24,24,0.25925925925925924,0.2916666666666667,0.27450980392156865,0.8766666666666667,0.4166666666666667,stroma,stroma,7,20,17,0.25925925925925924,0.2916666666666667,0.27450980392156865,0.037825059101654845,0.04964539007092199,0.04137115839243499,0.0,-0.011204481792717047
A4,placebo,43,apoptosis,24,23,0.23333333333333334,0.2916666666666667,0.25925925925925924,0.8666666666666667,0.4166666666666667,tumor,tumor,7,23,18,0.23333333333333334,0.28,0.2545454545454545,0.044917257683215125,0.04609929078014184,0.04373522458628842,-0.04166666666666663,-0.037037037037037035
A4,real,17,tumor,71,57,0.5833333333333334,0.5915492957746479,0.5874125874125874,0.8033333333333333,0.44,melanophage,plasma_cell,42,30,29,0.5833333333333334,0.5915492957746479,0.5874125874125875,0.23286052009456262,0.24468085106382978,0.23049645390070933,0.0,0.00810224258500114
A4,real,17,lymphocyte,37,32,0.4418604651162791,0.5135135135135135,0.475,0.86,0.44,histiocyte,histiocyte,19,24,18,0.4418604651162791,0.5135135135135135,0.47500000000000003,0.09692671394799054,0.11347517730496454,0.10236406619385342,0.0,-0.025000000000000022
A4,real,17,plasma_cell,24,22,0.3125,0.20833333333333334,0.25,0.9,0.44,tumor,apoptosis,5,11,19,0.3125,0.20833333333333334,0.25,0.018912529550827423,0.02127659574468085,0.019858156028368792,0.0,0.0
A4,real,17,histiocyte,24,23,0.14285714285714285,0.125,0.13333333333333333,0.87,0.44,lymphocyte,lymphocyte,3,18,21,0.14285714285714285,0.125,0.13333333333333333,0.02127659574468085,0.02127659574468085,0.02127659574468085,-0.125,-0.10666666666666666
A4,real,17,melanophage,24,24,0.5625,0.75,0.6428571428571429,0.9333333333333333,0.44,tumor,tumor,18,14,6,0.5625,0.75,0.6428571428571429,0.1099290780141844,0.1276595744680851,0.11583924349881795,0.04166666666666663,0.0463659147869675
A4,real,17,neutrophil,24,24,0.65,0.5416666666666666,0.5909090909090909,0.94,0.44,endothelium,apoptosis,13,7,11,0.65,0.5416666666666666,0.5909090909090908,0.08037825059101655,0.09219858156028368,0.08392434988179669,0.04166666666666663,0.005543237250554389
A4,real,17,stroma,24,24,0.26666666666666666,0.16666666666666666,0.20512820512820512,0.8966666666666666,0.44,endothelium,endothelium,4,11,20,0.26666666666666666,0.16666666666666666,0.2051282051282051,0.024822695035460994,0.028368794326241134,0.026004728132387706,0.0,0.0
A4,real,17,epithelium,24,24,0.5769230769230769,0.625,0.6,0.9333333333333333,0.44,tumor,tumor,15,11,9,0.5769230769230769,0.625,0.6,0.09929078014184398,0.10638297872340426,0.10165484633569741,0.04166666666666663,0.016666666666666607
A4,real,17,endothelium,24,24,0.18421052631578946,0.2916666666666667,0.22580645161290322,0.84,0.44,tumor,stroma,7,31,17,0.18421052631578946,0.2916666666666667,0.22580645161290325,0.034278959810874705,0.04964539007092199,0.03900709219858156,0.0,-0.003701745108408261
A4,real,17,apoptosis,24,23,0.35294117647058826,0.25,0.2926829268292683,0.9033333333333333,0.44,tumor,tumor,6,11,19,0.35294117647058826,0.24,0.28571428571428564,0.03900709219858156,0.0425531914893617,0.04018912529550827,-0.041666666666666685,-0.03289846851956896
A4,real,29,tumor,71,57,0.5932203389830508,0.49295774647887325,0.5384615384615384,0.8,0.43,melanophage,epithelium,35,24,36,0.5932203389830508,0.49295774647887325,0.5384615384615384,0.2198581560283688,0.20212765957446807,0.2080378250591017,0.014084507042253558,0.01538461538461533
A4,real,29,lymphocyte,37,32,0.358974358974359,0.3783783783783784,0.3684210526315789,0.84,0.43,histiocyte,histiocyte,14,25,23,0.358974358974359,0.3783783783783784,0.368421052631579,0.05791962174940898,0.07328605200945626,0.06264775413711586,0.0,0.0
A4,real,29,plasma_cell,24,22,0.3103448275862069,0.375,0.33962264150943394,0.8833333333333333,0.43,tumor,lymphocyte,9,20,15,0.3103448275862069,0.375,0.339622641509434,0.03900709219858156,0.04964539007092199,0.04231678486997636,0.0,0.0062893081761006275
A4,real,29,histiocyte,24,23,0.21875,0.2916666666666667,0.25,0.86,0.43,lymphocyte,lymphocyte,7,25,17,0.21875,0.2916666666666667,0.25,0.040780141843971635,0.04964539007092199,0.04302600472813239,0.0,0.004385964912280715
A4,real,29,melanophage,24,24,0.5428571428571428,0.7916666666666666,0.6440677966101694,0.93,0.43,histiocyte,tumor,19,16,5,0.5428571428571428,0.7916666666666666,0.6440677966101694,0.11583924349881795,0.1347517730496454,0.12174940898345152,0.04166666666666663,0.03389830508474567
A4,real,29,neutrophil,24,24,0.6,0.5,0.5454545454545454,0.9333333333333333,0.43,plasma_cell,apoptosis,12,8,12,0.6,0.5,0.5454545454545454,0.07446808510638298,0.0851063829787234,0.07801418439716311,0.0,-0.025974025974025983
A4,real,29,stroma,24,24,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.8866666666666667,0.43,lymphocyte,tumor,7,17,17,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.04964539007092199,0.04964539007092199,0.04964539007092199,0.0,0.017156862745098034
A4,real,29,epithelium,24,24,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.9333333333333333,0.43,tumor,tumor,14,10,10,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.09574468085106383,0.09929078014184398,0.09692671394799056,0.0,0.0
A4,real,29,endothelium,24,24,0.375,0.25,0.3,0.9066666666666666,0.43,stroma,histiocyte,6,10,18,0.375,0.25,0.3,0.03546099290780142,0.0425531914893617,0.037825059101654845,0.04166666666666666,0.0435897435897436
A4,real,29,apoptosis,24,23,0.2727272727272727,0.25,0.2608695652173913,0.8866666666666667,0.43,tumor,tumor,6,16,19,0.2727272727272727,0.24,0.2553191489361702,0.03900709219858156,0.03900709219858156,0.037825059101654845,0.0,-0.01185770750988141
A4,real,43,tumor,71,57,0.5396825396825397,0.4788732394366197,0.5074626865671642,0.78,0.43333333333333335,apoptosis,epithelium,34,29,37,0.5396825396825397,0.4788732394366197,0.5074626865671641,0.2198581560283688,0.20803782505910165,0.20685579196217496,0.0,0.003758982863460547
A4,real,43,lymphocyte,37,32,0.46153846153846156,0.4864864864864865,0.47368421052631576,0.8666666666666667,0.43333333333333335,histiocyte,histiocyte,18,21,19,0.46153846153846156,0.4864864864864865,0.47368421052631576,0.0839243498817967,0.10638297872340426,0.09148936170212767,0.0,0.0061517429938482415
A4,real,43,plasma_cell,24,22,0.35,0.2916666666666667,0.3181818181818182,0.9,0.43333333333333335,tumor,tumor,7,13,17,0.35,0.2916666666666667,0.31818181818181823,0.026004728132387706,0.03546099290780142,0.02931442080378251,0.0,-0.007399577167019056
A4,real,43,histiocyte,24,23,0.21052631578947367,0.16666666666666666,0.18604651162790697,0.8833333333333333,0.43333333333333335,lymphocyte,lymphocyte,4,15,20,0.21052631578947367,0.16666666666666666,0.186046511627907,0.028368794326241134,0.028368794326241134,0.028368794326241134,0.0,0.004228329809725151
A4,real,43,melanophage,24,24,0.6296296296296297,0.7083333333333334,0.6666666666666666,0.9433333333333334,0.43333333333333335,tumor,tumor,17,10,7,0.6296296296296297,0.7083333333333334,0.6666666666666667,0.1099290780141844,0.12056737588652482,0.11347517730496454,0.0,0.0
A4,real,43,neutrophil,24,24,0.6,0.625,0.6122448979591837,0.9366666666666666,0.43333333333333335,apoptosis,apoptosis,15,10,9,0.6,0.625,0.6122448979591836,0.09397163120567376,0.10638297872340426,0.09739952718676122,-0.04166666666666663,-0.05442176870748294
A4,real,43,stroma,24,24,0.2692307692307692,0.2916666666666667,0.28,0.88,0.43333333333333335,endothelium,endothelium,7,19,17,0.2692307692307692,0.2916666666666667,0.27999999999999997,0.04609929078014184,0.04964539007092199,0.04728132387706856,0.0,0.0
A4,real,43,epithelium,24,24,0.52,0.5416666666666666,0.5306122448979592,0.9233333333333333,0.43333333333333335,tumor,tumor,13,12,11,0.52,0.5416666666666666,0.5306122448979592,0.08156028368794327,0.09219858156028368,0.0851063829787234,0.0,0.0
A4,real,43,endothelium,24,24,0.2692307692307692,0.2916666666666667,0.28,0.88,0.43333333333333335,stroma,stroma,7,19,17,0.2692307692307692,0.2916666666666667,0.27999999999999997,0.037825059101654845,0.04964539007092199,0.04137115839243499,0.0,-0.005714285714285672
A4,real,43,apoptosis,24,23,0.26666666666666666,0.3333333333333333,0.2962962962962963,0.8733333333333333,0.43333333333333335,tumor,tumor,8,22,17,0.26666666666666666,0.32,0.2909090909090909,0.05200945626477541,0.05319148936170213,0.050827423167848704,0.0,0.0
A4,shuffle,17,tumor,71,57,0.581081081081081,0.6056338028169014,0.593103448275862,0.8033333333333333,0.4266666666666667,melanophage,plasma_cell,43,31,28,0.581081081081081,0.6056338028169014,0.593103448275862,0.24349881796690304,0.25177304964539005,0.239952718676123,0.014084507042253502,0.013793103448275779
A4,shuffle,17,lymphocyte,37,32,0.40476190476190477,0.4594594594594595,0.43037974683544306,0.85,0.4266666666666667,histiocyte,histiocyte,17,25,20,0.40476190476190477,0.4594594594594595,0.430379746835443,0.0839243498817967,0.09929078014184398,0.08936170212765958,-0.054054054054054,-0.06962025316455694
A4,shuffle,17,plasma_cell,24,22,0.3125,0.20833333333333334,0.25,0.9,0.4266666666666667,tumor,apoptosis,5,11,19,0.3125,0.20833333333333334,0.25,0.018912529550827423,0.02127659574468085,0.019858156028368792,0.0,0.0
