prompt,experiment_group,scenario_id,run_id,seed,fold,phase,epoch,split,class_name,support,predicted,precision,recall,f1,TP,FP,FN,dominant_confusion
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,9,dev,neutrophil,18,13,0.5384615384615384,0.3888888888888889,0.45161290322580644,7,6,11,"[[""tumor"",3],[""stroma"",3],[""apoptosis"",3],[""endothelium"",2]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,9,dev,stroma,18,36,0.2222222222222222,0.4444444444444444,0.2962962962962963,8,28,10,"[[""apoptosis"",4],[""lymphocyte"",3],[""tumor"",1],[""histiocyte"",1],[""neutrophil"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,9,dev,epithelium,18,16,0.6875,0.6111111111111112,0.6470588235294118,11,5,7,"[[""tumor"",4],[""stroma"",3]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,9,dev,endothelium,18,11,0.45454545454545453,0.2777777777777778,0.3448275862068966,5,6,13,"[[""histiocyte"",6],[""lymphocyte"",2],[""stroma"",2],[""tumor"",1],[""melanophage"",1],[""epithelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,9,dev,apoptosis,18,22,0.2727272727272727,0.3333333333333333,0.3,6,16,12,"[[""lymphocyte"",3],[""neutrophil"",3],[""stroma"",3],[""tumor"",1],[""plasma_cell"",1],[""histiocyte"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,train,tumor,213,186,0.9516129032258065,0.8309859154929577,0.8872180451127819,177,9,36,"[[""apoptosis"",15],[""endothelium"",5],[""lymphocyte"",4],[""melanophage"",4],[""stroma"",3],[""plasma_cell"",2],[""epithelium"",2],[""neutrophil"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,train,lymphocyte,111,89,0.9550561797752809,0.7657657657657657,0.85,85,4,26,"[[""apoptosis"",7],[""histiocyte"",6],[""stroma"",4],[""tumor"",3],[""plasma_cell"",2],[""neutrophil"",2],[""melanophage"",1],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,train,plasma_cell,72,77,0.9090909090909091,0.9722222222222222,0.9395973154362416,70,7,2,"[[""neutrophil"",1],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,train,histiocyte,72,75,0.8666666666666667,0.9027777777777778,0.8843537414965986,65,10,7,"[[""tumor"",2],[""melanophage"",2],[""plasma_cell"",1],[""neutrophil"",1],[""stroma"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,train,melanophage,72,75,0.9066666666666666,0.9444444444444444,0.9251700680272109,68,7,4,"[[""tumor"",1],[""histiocyte"",1],[""stroma"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,train,neutrophil,72,76,0.9342105263157895,0.9861111111111112,0.9594594594594594,71,5,1,"[[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,train,stroma,72,77,0.8831168831168831,0.9444444444444444,0.912751677852349,68,9,4,"[[""tumor"",1],[""histiocyte"",1],[""epithelium"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,train,epithelium,72,73,0.958904109589041,0.9722222222222222,0.9655172413793104,70,3,2,"[[""tumor"",1],[""histiocyte"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,train,endothelium,72,79,0.9113924050632911,1.0,0.9536423841059603,72,7,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,train,apoptosis,72,93,0.7311827956989247,0.9444444444444444,0.8242424242424242,68,25,4,"[[""plasma_cell"",2],[""tumor"",1],[""histiocyte"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,dev,tumor,58,46,0.7391304347826086,0.5862068965517241,0.6538461538461539,34,12,24,"[[""apoptosis"",7],[""histiocyte"",4],[""melanophage"",3],[""plasma_cell"",2],[""stroma"",2],[""epithelium"",2],[""endothelium"",2],[""lymphocyte"",1],[""neutrophil"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,dev,lymphocyte,23,28,0.4642857142857143,0.5652173913043478,0.5098039215686274,13,15,10,"[[""apoptosis"",4],[""histiocyte"",3],[""tumor"",1],[""plasma_cell"",1],[""stroma"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,dev,plasma_cell,18,8,0.25,0.1111111111111111,0.15384615384615385,2,6,16,"[[""apoptosis"",4],[""melanophage"",3],[""lymphocyte"",2],[""histiocyte"",2],[""neutrophil"",2],[""stroma"",2],[""tumor"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,dev,histiocyte,18,20,0.2,0.2222222222222222,0.21052631578947367,4,16,14,"[[""lymphocyte"",4],[""endothelium"",3],[""plasma_cell"",2],[""melanophage"",2],[""tumor"",1],[""stroma"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,dev,melanophage,18,20,0.55,0.6111111111111112,0.5789473684210527,11,9,7,"[[""histiocyte"",2],[""apoptosis"",2],[""tumor"",1],[""lymphocyte"",1],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,dev,neutrophil,18,15,0.5333333333333333,0.4444444444444444,0.48484848484848486,8,7,10,"[[""apoptosis"",6],[""endothelium"",3],[""tumor"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,dev,stroma,18,19,0.3684210526315789,0.3888888888888889,0.3783783783783784,7,12,11,"[[""apoptosis"",6],[""lymphocyte"",3],[""tumor"",1],[""neutrophil"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,dev,epithelium,18,13,0.7692307692307693,0.5555555555555556,0.6451612903225806,10,3,8,"[[""tumor"",4],[""stroma"",2],[""endothelium"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,dev,endothelium,18,17,0.4117647058823529,0.3888888888888889,0.4,7,10,11,"[[""histiocyte"",4],[""lymphocyte"",2],[""stroma"",2],[""tumor"",1],[""melanophage"",1],[""epithelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,joint,10,dev,apoptosis,18,39,0.20512820512820512,0.4444444444444444,0.2807017543859649,8,31,10,"[[""neutrophil"",3],[""lymphocyte"",2],[""stroma"",2],[""tumor"",1],[""plasma_cell"",1],[""histiocyte"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,train,tumor,213,183,0.9562841530054644,0.8215962441314554,0.8838383838383839,175,8,38,"[[""epithelium"",9],[""stroma"",7],[""endothelium"",6],[""apoptosis"",6],[""lymphocyte"",4],[""melanophage"",4],[""plasma_cell"",2]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,train,lymphocyte,111,86,0.9418604651162791,0.7297297297297297,0.8223350253807107,81,5,30,"[[""stroma"",7],[""apoptosis"",6],[""tumor"",5],[""histiocyte"",5],[""plasma_cell"",2],[""melanophage"",2],[""endothelium"",2],[""neutrophil"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,train,plasma_cell,72,76,0.9342105263157895,0.9861111111111112,0.9594594594594594,71,5,1,"[[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,train,histiocyte,72,73,0.9041095890410958,0.9166666666666666,0.9103448275862069,66,7,6,"[[""tumor"",2],[""melanophage"",2],[""stroma"",2]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,train,melanophage,72,80,0.8875,0.9861111111111112,0.9342105263157895,71,9,1,"[[""stroma"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,train,neutrophil,72,73,0.9863013698630136,1.0,0.993103448275862,72,1,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,train,stroma,72,85,0.788235294117647,0.9305555555555556,0.8535031847133758,67,18,5,"[[""apoptosis"",2],[""tumor"",1],[""histiocyte"",1],[""epithelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,train,epithelium,72,82,0.8780487804878049,1.0,0.935064935064935,72,10,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,train,endothelium,72,81,0.8888888888888888,1.0,0.9411764705882353,72,9,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,train,apoptosis,72,81,0.8271604938271605,0.9305555555555556,0.8758169934640523,67,14,5,"[[""lymphocyte"",1],[""plasma_cell"",1],[""histiocyte"",1],[""melanophage"",1],[""stroma"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,dev,tumor,58,47,0.723404255319149,0.5862068965517241,0.6476190476190476,34,13,24,"[[""stroma"",5],[""apoptosis"",5],[""histiocyte"",4],[""melanophage"",3],[""plasma_cell"",2],[""epithelium"",2],[""endothelium"",2],[""lymphocyte"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,dev,lymphocyte,23,28,0.42857142857142855,0.5217391304347826,0.47058823529411764,12,16,11,"[[""histiocyte"",3],[""apoptosis"",3],[""tumor"",2],[""stroma"",2],[""plasma_cell"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,dev,plasma_cell,18,7,0.14285714285714285,0.05555555555555555,0.08,1,6,17,"[[""histiocyte"",3],[""apoptosis"",3],[""lymphocyte"",2],[""melanophage"",2],[""neutrophil"",2],[""stroma"",2],[""tumor"",1],[""epithelium"",1],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,dev,histiocyte,18,20,0.2,0.2222222222222222,0.21052631578947367,4,16,14,"[[""lymphocyte"",4],[""stroma"",3],[""endothelium"",3],[""plasma_cell"",2],[""tumor"",1],[""melanophage"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,dev,melanophage,18,16,0.625,0.5555555555555556,0.5882352941176471,10,6,8,"[[""lymphocyte"",2],[""tumor"",1],[""histiocyte"",1],[""stroma"",1],[""epithelium"",1],[""endothelium"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,dev,neutrophil,18,14,0.5714285714285714,0.4444444444444444,0.5,8,6,10,"[[""endothelium"",4],[""apoptosis"",4],[""tumor"",2]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,dev,stroma,18,25,0.28,0.3888888888888889,0.32558139534883723,7,18,11,"[[""apoptosis"",5],[""lymphocyte"",2],[""tumor"",1],[""histiocyte"",1],[""neutrophil"",1],[""epithelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,dev,epithelium,18,18,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,6,6,"[[""tumor"",3],[""stroma"",2],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,dev,endothelium,18,22,0.4090909090909091,0.5,0.45,9,13,9,"[[""histiocyte"",3],[""lymphocyte"",2],[""stroma"",2],[""tumor"",1],[""epithelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,1,dev,apoptosis,18,28,0.25,0.3888888888888889,0.30434782608695654,7,21,11,"[[""lymphocyte"",3],[""neutrophil"",3],[""tumor"",1],[""plasma_cell"",1],[""histiocyte"",1],[""stroma"",1],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,train,tumor,213,174,0.9770114942528736,0.7981220657276995,0.8785529715762274,170,4,43,"[[""stroma"",12],[""lymphocyte"",11],[""epithelium"",9],[""melanophage"",3],[""endothelium"",3],[""neutrophil"",2],[""plasma_cell"",1],[""histiocyte"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,train,lymphocyte,111,117,0.8547008547008547,0.9009009009009009,0.8771929824561403,100,17,11,"[[""stroma"",4],[""tumor"",2],[""apoptosis"",2],[""histiocyte"",1],[""melanophage"",1],[""neutrophil"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,train,plasma_cell,72,69,0.9855072463768116,0.9444444444444444,0.9645390070921985,68,1,4,"[[""lymphocyte"",3],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,train,histiocyte,72,67,0.9701492537313433,0.9027777777777778,0.935251798561151,65,2,7,"[[""tumor"",2],[""stroma"",2],[""lymphocyte"",1],[""melanophage"",1],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,train,melanophage,72,77,0.922077922077922,0.9861111111111112,0.9530201342281879,71,6,1,"[[""stroma"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,train,neutrophil,72,76,0.9473684210526315,1.0,0.972972972972973,72,4,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,train,stroma,72,88,0.7840909090909091,0.9583333333333334,0.8625,69,19,3,"[[""lymphocyte"",1],[""epithelium"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,train,epithelium,72,82,0.8780487804878049,1.0,0.935064935064935,72,10,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,train,endothelium,72,77,0.935064935064935,1.0,0.9664429530201343,72,5,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,train,apoptosis,72,73,0.9452054794520548,0.9583333333333334,0.9517241379310345,69,4,3,"[[""lymphocyte"",1],[""melanophage"",1],[""neutrophil"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,dev,tumor,58,47,0.7021276595744681,0.5689655172413793,0.6285714285714286,33,14,25,"[[""lymphocyte"",5],[""stroma"",5],[""histiocyte"",3],[""melanophage"",3],[""endothelium"",3],[""apoptosis"",3],[""epithelium"",2],[""plasma_cell"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,dev,lymphocyte,23,47,0.2765957446808511,0.5652173913043478,0.37142857142857144,13,34,10,"[[""histiocyte"",3],[""stroma"",3],[""apoptosis"",2],[""tumor"",1],[""plasma_cell"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,dev,plasma_cell,18,5,0.2,0.05555555555555555,0.08695652173913043,1,4,17,"[[""lymphocyte"",6],[""melanophage"",3],[""apoptosis"",3],[""stroma"",2],[""tumor"",1],[""neutrophil"",1],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,dev,histiocyte,18,12,0.25,0.16666666666666666,0.2,3,9,15,"[[""lymphocyte"",5],[""stroma"",3],[""endothelium"",3],[""tumor"",1],[""plasma_cell"",1],[""melanophage"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,dev,melanophage,18,18,0.6111111111111112,0.6111111111111112,0.6111111111111112,11,7,7,"[[""tumor"",2],[""lymphocyte"",2],[""stroma"",1],[""endothelium"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,dev,neutrophil,18,14,0.6428571428571429,0.5,0.5625,9,5,9,"[[""apoptosis"",4],[""tumor"",3],[""endothelium"",2]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,dev,stroma,18,27,0.18518518518518517,0.2777777777777778,0.2222222222222222,5,22,13,"[[""lymphocyte"",6],[""apoptosis"",4],[""tumor"",1],[""neutrophil"",1],[""epithelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,dev,epithelium,18,15,0.7333333333333333,0.6111111111111112,0.6666666666666666,11,4,7,"[[""tumor"",4],[""stroma"",3]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,dev,endothelium,18,19,0.47368421052631576,0.5,0.4864864864864865,9,10,9,"[[""lymphocyte"",4],[""histiocyte"",2],[""tumor"",1],[""stroma"",1],[""epithelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,2,dev,apoptosis,18,21,0.14285714285714285,0.16666666666666666,0.15384615384615385,3,18,15,"[[""lymphocyte"",6],[""stroma"",4],[""neutrophil"",3],[""plasma_cell"",1],[""histiocyte"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,train,tumor,213,169,0.9940828402366864,0.7887323943661971,0.8795811518324608,168,1,45,"[[""epithelium"",15],[""lymphocyte"",10],[""apoptosis"",5],[""stroma"",4],[""plasma_cell"",3],[""histiocyte"",3],[""melanophage"",3],[""neutrophil"",1],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,train,lymphocyte,111,109,0.8899082568807339,0.8738738738738738,0.8818181818181818,97,12,14,"[[""melanophage"",4],[""histiocyte"",3],[""plasma_cell"",2],[""apoptosis"",2],[""tumor"",1],[""neutrophil"",1],[""stroma"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,train,plasma_cell,72,78,0.9230769230769231,1.0,0.96,72,6,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,train,histiocyte,72,78,0.8974358974358975,0.9722222222222222,0.9333333333333333,70,8,2,"[[""plasma_cell"",1],[""stroma"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,train,melanophage,72,80,0.9,1.0,0.9473684210526315,72,8,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,train,neutrophil,72,74,0.972972972972973,1.0,0.9863013698630136,72,2,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,train,stroma,72,73,0.9178082191780822,0.9305555555555556,0.9241379310344827,67,6,5,"[[""apoptosis"",2],[""lymphocyte"",1],[""histiocyte"",1],[""epithelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,train,epithelium,72,88,0.8181818181818182,1.0,0.9,72,16,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,train,endothelium,72,72,0.9861111111111112,0.9861111111111112,0.9861111111111112,71,1,1,"[[""histiocyte"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,train,apoptosis,72,79,0.8860759493670886,0.9722222222222222,0.9271523178807947,70,9,2,"[[""lymphocyte"",1],[""melanophage"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,dev,tumor,58,44,0.7045454545454546,0.5344827586206896,0.6078431372549019,31,13,27,"[[""lymphocyte"",6],[""histiocyte"",5],[""apoptosis"",4],[""melanophage"",3],[""stroma"",3],[""epithelium"",3],[""endothelium"",2],[""plasma_cell"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,dev,lymphocyte,23,39,0.358974358974359,0.6086956521739131,0.45161290322580644,14,25,9,"[[""histiocyte"",3],[""stroma"",2],[""apoptosis"",2],[""tumor"",1],[""plasma_cell"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,dev,plasma_cell,18,10,0.3,0.16666666666666666,0.21428571428571427,3,7,15,"[[""lymphocyte"",4],[""melanophage"",4],[""apoptosis"",2],[""tumor"",1],[""histiocyte"",1],[""neutrophil"",1],[""stroma"",1],[""epithelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,dev,histiocyte,18,20,0.2,0.2222222222222222,0.21052631578947367,4,16,14,"[[""lymphocyte"",4],[""plasma_cell"",2],[""melanophage"",2],[""endothelium"",2],[""tumor"",1],[""stroma"",1],[""epithelium"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,dev,melanophage,18,23,0.5652173913043478,0.7222222222222222,0.6341463414634146,13,10,5,"[[""apoptosis"",2],[""tumor"",1],[""epithelium"",1],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,dev,neutrophil,18,14,0.6428571428571429,0.5,0.5625,9,5,9,"[[""apoptosis"",4],[""tumor"",3],[""endothelium"",2]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,dev,stroma,18,13,0.3076923076923077,0.2222222222222222,0.25806451612903225,4,9,14,"[[""lymphocyte"",6],[""apoptosis"",5],[""tumor"",1],[""neutrophil"",1],[""epithelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,dev,epithelium,18,21,0.6190476190476191,0.7222222222222222,0.6666666666666666,13,8,5,"[[""tumor"",4],[""stroma"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,dev,endothelium,18,14,0.42857142857142855,0.3333333333333333,0.375,6,8,12,"[[""histiocyte"",5],[""lymphocyte"",3],[""tumor"",1],[""melanophage"",1],[""stroma"",1],[""epithelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,3,dev,apoptosis,18,27,0.25925925925925924,0.3888888888888889,0.3111111111111111,7,20,11,"[[""plasma_cell"",3],[""neutrophil"",3],[""lymphocyte"",2],[""histiocyte"",2],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,4,train,tumor,213,183,0.9836065573770492,0.8450704225352113,0.9090909090909091,180,3,33,"[[""lymphocyte"",10],[""epithelium"",8],[""stroma"",4],[""apoptosis"",4],[""plasma_cell"",2],[""melanophage"",2],[""histiocyte"",1],[""neutrophil"",1],[""endothelium"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,4,train,lymphocyte,111,120,0.875,0.9459459459459459,0.9090909090909091,105,15,6,"[[""tumor"",2],[""plasma_cell"",1],[""neutrophil"",1],[""stroma"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,4,train,plasma_cell,72,73,0.9452054794520548,0.9583333333333334,0.9517241379310345,69,4,3,"[[""lymphocyte"",2],[""neutrophil"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,4,train,histiocyte,72,69,0.9855072463768116,0.9444444444444444,0.9645390070921985,68,1,4,"[[""tumor"",1],[""plasma_cell"",1],[""neutrophil"",1],[""stroma"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,4,train,melanophage,72,74,0.972972972972973,1.0,0.9863013698630136,72,2,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,4,train,neutrophil,72,76,0.9473684210526315,1.0,0.972972972972973,72,4,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,4,train,stroma,72,74,0.918918918918919,0.9444444444444444,0.9315068493150684,68,6,4,"[[""lymphocyte"",2],[""epithelium"",1],[""apoptosis"",1]]"
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,4,train,epithelium,72,81,0.8888888888888888,1.0,0.9411764705882353,72,9,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,4,train,endothelium,72,73,0.9863013698630136,1.0,0.993103448275862,72,1,0,[]
6,C,p6_C_cached_crt_noreset,p6_C_cached_crt_noreset_s17,17,NOT APPLICABLE,decoupled,4,train,apoptosis,72,77,0.922077922077922,0.9861111111111112,0.9530201342281879,71,6,1,"[[""lymphocyte"",1]]"
